_id;corrects_number;wrongs_number;user_id;device_id;stage;base;game_type;game;stars;t_start;t_stop;experience_earned;__v
5b586a6e2b05712f49817340;13;0;5b55fee9582e8f0c178c2b1a;eba3c49d-d47b-4f6f-8d16-cdea24e94272;yellowGreen;1;mathisis;1;3.0;1532521030500.0;1532521068670.0;353.0;0
5b5b0b3e0db46c4e3552cbaf;13;0;5b5b0af00db46c4e3552cb96;88c2baa2-5444-4f45-b7ec-3c1eb494771c;blue;1;mathisis;1;3.0;1532693261301.0;1532693308199.0;380.0;0
5b5b0b810db46c4e3552cbd1;13;0;5b5b0af00db46c4e3552cb96;88c2baa2-5444-4f45-b7ec-3c1eb494771c;blue;1;mathisis;2;3.0;1532693353053.0;1532693375186.0;323.0;0
5b5b0c2e0db46c4e3552cc05;15;0;5b5b0af00db46c4e3552cb96;88c2baa2-5444-4f45-b7ec-3c1eb494771c;blue;1;reacton;1;3.0;1532693502866.0;1532693548274.0;280.0;0
5b5b20050db46c4e3552ceff;13;0;5b5b1fad0db46c4e3552ced8;07cfe024-0af4-40b6-9028-5f78cd8bb75d;blue;1;mathisis;2;3.0;1532698600885.0;1532698627273.0;322.0;0
5b5b20980db46c4e3552cf48;5;1;5b5b1fad0db46c4e3552ced8;07cfe024-0af4-40b6-9028-5f78cd8bb75d;blue;1;focus;1;2.5;1532698742418.0;1532698774802.0;125.0;0
5b5b20dd0db46c4e3552cf7f;15;0;5b5b1fad0db46c4e3552ced8;07cfe024-0af4-40b6-9028-5f78cd8bb75d;blue;1;reacton;2;3.0;1532698815102.0;1532698844150.0;280.0;0
5b5b24d20db46c4e3552cfff;13;0;5b5b249a0db46c4e3552cfec;d2a1e608-14b5-4394-b0e0-ffef124b0190;blue;1;mathisis;1;3.0;1532699815275.0;1532699857950.0;373.0;0
5b5b286d0db46c4e3552d188;12;1;5b5b28200db46c4e3552d12a;e3343591-778d-4317-ad41-8fd2b36ad662;blue;1;mathisis;1;2.5;1532700717187.0;1532700779826.0;125.0;0
5b5b28ae0db46c4e3552d1dd;18;0;5b5b28200db46c4e3552d12a;e3343591-778d-4317-ad41-8fd2b36ad662;blue;1;memoria;1;3.0;1532700787380.0;1532700842855.0;453.0;0
5b5b294e0db46c4e3552d285;15;0;5b5b28200db46c4e3552d12a;e3343591-778d-4317-ad41-8fd2b36ad662;blue;1;reacton;1;3.0;1532700970900.0;1532701005379.0;280.0;0
5b5b2bffed261d61ede3d102;13;0;5b5b2b94ed261d61ede3d085;da18a52b-2af5-4931-b7f9-ddf8582c749e;blue;1;mathisis;2;3.0;1532701669935.0;1532701694048.0;327.0;0
5b5b3406ed261d61ede3d2d7;18;0;5b5b338ced261d61ede3d2ab;9b3a415a-ca71-4a19-a136-d1cbea1d0092;blue;1;memoria;1;3.0;1532703696889.0;1532703749455.0;468.0;0
5b5b346ced261d61ede3d2f4;15;0;5b5b338ced261d61ede3d2ab;9b3a415a-ca71-4a19-a136-d1cbea1d0092;blue;1;reacton;1;3.0;1532703823313.0;1532703851688.0;280.0;0
5b5b3515ed261d61ede3d32c;24;0;5b5b338ced261d61ede3d2ab;9b3a415a-ca71-4a19-a136-d1cbea1d0092;blue;1;memoria;2;3.0;1532703970134.0;1532704020204.0;468.0;0
5b5b35dded261d61ede3d35d;13;0;5b5b35a2ed261d61ede3d344;e2f0e4b3-ea53-410f-8cb5-1b3fafea0d04;blue;1;mathisis;1;3.0;1532704180732.0;1532704219911.0;377.0;0
5b5b3650ed261d61ede3d37b;6;0;5b5b35a2ed261d61ede3d344;e2f0e4b3-ea53-410f-8cb5-1b3fafea0d04;blue;1;focus;1;3.0;1532704291265.0;1532704334140.0;354.0;0
5b5b36efed261d61ede3d3b1;12;1;5b5b35a2ed261d61ede3d344;e2f0e4b3-ea53-410f-8cb5-1b3fafea0d04;blue;1;mathisis;2;2.5;1532704462508.0;1532704492253.0;125.0;0
5b5b3737ed261d61ede3d3d2;13;0;5b5b35a2ed261d61ede3d344;e2f0e4b3-ea53-410f-8cb5-1b3fafea0d04;blue;1;mathisis;3;3.0;1532704539065.0;1532704565309.0;387.0;0
5b5b37f7ed261d61ede3d40e;24;0;5b5b35a2ed261d61ede3d344;e2f0e4b3-ea53-410f-8cb5-1b3fafea0d04;blue;1;memoria;2;3.0;1532704704943.0;1532704757778.0;468.0;0
5b5b38aeed261d61ede3d4a7;6;0;5b5b35a2ed261d61ede3d344;e2f0e4b3-ea53-410f-8cb5-1b3fafea0d04;blue;1;focus;2;3.0;1532704918355.0;1532704940896.0;355.0;0
5b5b3912ed261d61ede3d4ff;15;0;5b5b35a2ed261d61ede3d344;e2f0e4b3-ea53-410f-8cb5-1b3fafea0d04;blue;1;reacton;2;3.0;1532705004439.0;1532705039182.0;280.0;0
5b5b3936ed261d61ede3d516;15;0;5b5b35a2ed261d61ede3d344;e2f0e4b3-ea53-410f-8cb5-1b3fafea0d04;blue;1;reacton;3;3.0;1532705047617.0;1532705076729.0;280.0;0
5b5b39a8ed261d61ede3d555;30;0;5b5b35a2ed261d61ede3d344;e2f0e4b3-ea53-410f-8cb5-1b3fafea0d04;blue;2;memoria;1;3.0;1532705140166.0;1532705190869.0;464.0;0
5b5b3a0fed261d61ede3d577;9;11;5b5b35a2ed261d61ede3d344;e2f0e4b3-ea53-410f-8cb5-1b3fafea0d04;blue;2;reacton;1;3.0;1532705242355.0;1532705293653.0;290.0;0
5b5b3a59ed261d61ede3d590;7;0;5b5b35a2ed261d61ede3d344;e2f0e4b3-ea53-410f-8cb5-1b3fafea0d04;blue;2;speedy;1;3.0;1532705340713.0;1532705367881.0;262.0;0
5b5b4073ed261d61ede3d5ae;12;1;5b5b4034ed261d61ede3d59b;9476b9de-9508-4f59-a469-6b12ee5d4954;blue;1;mathisis;1;2.5;1532706888028.0;1532706930109.0;125.0;0
5b5b40c9ed261d61ede3d5d0;13;0;5b5b4034ed261d61ede3d59b;9476b9de-9508-4f59-a469-6b12ee5d4954;blue;1;mathisis;3;3.0;1532706981343.0;1532707016734.0;377.0;0
5b5b4107ed261d61ede3d5fc;13;0;5b5b40c7ed261d61ede3d5ce;0746dc8b-838a-40b5-a7a4-5099e07647aa;blue;1;mathisis;1;3.0;1532707037419.0;1532707076483.0;364.0;0
5b5b412ced261d61ede3d61b;13;0;5b5b40c7ed261d61ede3d5ce;0746dc8b-838a-40b5-a7a4-5099e07647aa;blue;1;mathisis;2;3.0;1532707088723.0;1532707112742.0;318.0;0
5b5b4154ed261d61ede3d638;13;0;5b5b40c7ed261d61ede3d5ce;0746dc8b-838a-40b5-a7a4-5099e07647aa;blue;1;mathisis;3;3.0;1532707125219.0;1532707154166.0;373.0;0
5b5b4199ed261d61ede3d65e;18;0;5b5b4034ed261d61ede3d59b;9476b9de-9508-4f59-a469-6b12ee5d4954;blue;1;memoria;1;3.0;1532707157891.0;1532707224190.0;452.0;0
5b5b4220ed261d61ede3d694;18;0;5b5b4034ed261d61ede3d59b;9476b9de-9508-4f59-a469-6b12ee5d4954;blue;1;memoria;3;3.0;1532707306413.0;1532707359657.0;456.0;0
5b5b4262ed261d61ede3d6c6;24;0;5b5b4034ed261d61ede3d59b;9476b9de-9508-4f59-a469-6b12ee5d4954;blue;1;memoria;4;3.0;1532707366751.0;1532707425333.0;451.0;0
5b5b42b3ed261d61ede3d6de;6;0;5b5b4034ed261d61ede3d59b;9476b9de-9508-4f59-a469-6b12ee5d4954;blue;1;focus;2;3.0;1532707482618.0;1532707506120.0;351.0;0
5b5b42eced261d61ede3d6f1;6;0;5b5b4034ed261d61ede3d59b;9476b9de-9508-4f59-a469-6b12ee5d4954;blue;1;focus;4;3.0;1532707543478.0;1532707563376.0;349.0;0
5b5b4329ed261d61ede3d70e;15;0;5b5b4034ed261d61ede3d59b;9476b9de-9508-4f59-a469-6b12ee5d4954;blue;1;reacton;1;3.0;1532707595655.0;1532707624584.0;280.0;0
5b5b437ded261d61ede3d738;15;0;5b5b4034ed261d61ede3d59b;9476b9de-9508-4f59-a469-6b12ee5d4954;blue;1;reacton;3;3.0;1532707680138.0;1532707708078.0;280.0;0
5b5b43d2ed261d61ede3d75b;12;1;5b5b4034ed261d61ede3d59b;9476b9de-9508-4f59-a469-6b12ee5d4954;blue;1;mathisis;1;2.5;1532707761614.0;1532707793581.0;125.0;0
5b5b4422ed261d61ede3d77b;13;0;5b5b4034ed261d61ede3d59b;9476b9de-9508-4f59-a469-6b12ee5d4954;blue;1;mathisis;2;3.0;1532707842035.0;1532707872855.0;311.0;0
5b5b446ced261d61ede3d796;15;0;5b5b4034ed261d61ede3d59b;9476b9de-9508-4f59-a469-6b12ee5d4954;blue;1;reacton;2;3.0;1532707914078.0;1532707946982.0;280.0;0
5b5b44f0ed261d61ede3d7c9;7;0;5b5b4034ed261d61ede3d59b;9476b9de-9508-4f59-a469-6b12ee5d4954;blue;2;speedy;1;3.0;1532708051029.0;1532708079646.0;262.0;0
5b5b4561ed261d61ede3d7e0;7;1;5b5b4034ed261d61ede3d59b;9476b9de-9508-4f59-a469-6b12ee5d4954;blue;2;focus;1;2.5;1532708156877.0;1532708192713.0;125.0;0
5b5b4603ed261d61ede3d811;24;0;5b5b4034ed261d61ede3d59b;9476b9de-9508-4f59-a469-6b12ee5d4954;blue;2;memoria;2;3.0;1532708291111.0;1532708349202.0;449.0;0
5b5b462aed261d61ede3d833;11;2;5b5b45eaed261d61ede3d7fe;ca392682-f028-436d-8f6e-495606d9ce49;blue;1;mathisis;1;2.0;1532708358522.0;1532708390373.0;100.0;0
5b5b466ded261d61ede3d873;8;2;5b5b4034ed261d61ede3d59b;9476b9de-9508-4f59-a469-6b12ee5d4954;yellowGreen;1;focus;1;2.0;1532708415904.0;1532708460394.0;100.0;0
5b5b468aed261d61ede3d889;18;0;5b5b45eaed261d61ede3d7fe;ca392682-f028-436d-8f6e-495606d9ce49;blue;1;memoria;1;3.0;1532708437840.0;1532708486323.0;466.0;0
5b5b480eed261d61ede3d96b;12;1;5b5b479fed261d61ede3d938;0db4f95b-5f4c-46ba-acfe-62b3d26cc809;blue;1;mathisis;2;2.5;1532708838205.0;1532708877228.0;125.0;0
5b5b5f29ed261d61ede3d9d9;13;0;5b5b5e94ed261d61ede3d99e;ff33728b-8ed8-459d-b0fc-a1b209037ef8;blue;1;mathisis;1;3.0;1532714696910.0;1532714792202.0;298.0;0
5b5b7aeded261d61ede3dbc3;13;0;5b5b75c8ed261d61ede3dba9;ac56d084-c553-499f-99cb-3202440fb7f6;blue;1;mathisis;1;3.0;1532721862695.0;1532721895594.0;381.0;0
5b5b89feed261d61ede3e24b;18;0;5b5b249a0db46c4e3552cfec;d2a1e608-14b5-4394-b0e0-ffef124b0190;blue;1;memoria;1;3.0;1532725698256.0;1532725757688.0;460.0;0
5b5b8a56ed261d61ede3e264;13;0;5b5b249a0db46c4e3552cfec;d2a1e608-14b5-4394-b0e0-ffef124b0190;blue;1;mathisis;2;3.0;1532725814400.0;1532725845024.0;314.0;0
5b5b8aaced261d61ede3e28b;15;0;5b5b249a0db46c4e3552cfec;d2a1e608-14b5-4394-b0e0-ffef124b0190;blue;1;reacton;3;3.0;1532725898343.0;1532725931593.0;280.0;0
5b5b8affed261d61ede3e2af;12;1;5b5b249a0db46c4e3552cfec;d2a1e608-14b5-4394-b0e0-ffef124b0190;blue;1;mathisis;3;2.5;1532725984752.0;1532726015114.0;125.0;0
5b5b8b67ed261d61ede3e2d3;24;0;5b5b249a0db46c4e3552cfec;d2a1e608-14b5-4394-b0e0-ffef124b0190;blue;1;memoria;2;3.0;1532726062311.0;1532726118691.0;457.0;0
5b5b911ded261d61ede3e309;6;0;5b5b249a0db46c4e3552cfec;d2a1e608-14b5-4394-b0e0-ffef124b0190;blue;1;focus;3;3.0;1532727557441.0;1532727580339.0;352.0;0
5b5b9177ed261d61ede3e329;18;0;5b5b249a0db46c4e3552cfec;d2a1e608-14b5-4394-b0e0-ffef124b0190;blue;1;memoria;3;3.0;1532727617375.0;1532727670509.0;458.0;0
5b5b91dced261d61ede3e356;13;0;5b5b249a0db46c4e3552cfec;d2a1e608-14b5-4394-b0e0-ffef124b0190;blue;1;mathisis;4;3.0;1532727746213.0;1532727771694.0;323.0;0
5b5b9257ed261d61ede3e38c;7;0;5b5b249a0db46c4e3552cfec;d2a1e608-14b5-4394-b0e0-ffef124b0190;blue;2;speedy;1;3.0;1532727864834.0;1532727894683.0;262.0;0
5b5b92baed261d61ede3e3b0;9;11;5b5b249a0db46c4e3552cfec;d2a1e608-14b5-4394-b0e0-ffef124b0190;blue;2;reacton;1;3.0;1532727938321.0;1532727994135.0;290.0;0
5b5b9306ed261d61ede3e3d3;7;0;5b5b249a0db46c4e3552cfec;d2a1e608-14b5-4394-b0e0-ffef124b0190;blue;2;speedy;3;3.0;1532728040750.0;1532728069306.0;262.0;0
5b5b9366ed261d61ede3e407;10;0;5b5b249a0db46c4e3552cfec;d2a1e608-14b5-4394-b0e0-ffef124b0190;yellowGreen;1;speedy;1;3.0;1532728126406.0;1532728165140.0;268.0;0
5b5ba398ed261d61ede3e44c;18;0;5b5b75c8ed261d61ede3dba9;ac56d084-c553-499f-99cb-3202440fb7f6;blue;1;memoria;3;3.0;1532732260431.0;1532732309144.0;464.0;0
5b5ba41ded261d61ede3e48f;30;0;5b5b75c8ed261d61ede3dba9;ac56d084-c553-499f-99cb-3202440fb7f6;blue;2;memoria;1;3.0;1532732388556.0;1532732442107.0;457.0;0
5b5ba48fed261d61ede3e4b8;6;0;5b5b75c8ed261d61ede3dba9;ac56d084-c553-499f-99cb-3202440fb7f6;blue;1;focus;1;3.0;1532732519568.0;1532732555099.0;338.0;0
5b5ba4dbed261d61ede3e4cc;6;0;5b5b75c8ed261d61ede3dba9;ac56d084-c553-499f-99cb-3202440fb7f6;blue;1;focus;2;3.0;1532732610416.0;1532732632184.0;353.0;0
5b5bae38ed261d61ede3e658;13;0;5b5badc1ed261d61ede3e625;35ab8e05-d661-4c3f-9e16-18e7278e597c;blue;1;mathisis;1;3.0;1532734999079.0;1532735031171.0;380.0;0
5b5bae84ed261d61ede3e677;6;0;5b5badc1ed261d61ede3e625;35ab8e05-d661-4c3f-9e16-18e7278e597c;blue;1;focus;1;3.0;1532735073243.0;1532735106772.0;346.0;0
5b5baeeaed261d61ede3e6a5;12;1;5b5badc1ed261d61ede3e625;35ab8e05-d661-4c3f-9e16-18e7278e597c;blue;1;mathisis;2;2.5;1532735178941.0;1532735208632.0;125.0;0
5b5baf44ed261d61ede3e6c9;15;0;5b5badc1ed261d61ede3e625;35ab8e05-d661-4c3f-9e16-18e7278e597c;blue;1;reacton;2;3.0;1532735273951.0;1532735298385.0;280.0;0
5b5baf85ed261d61ede3e6f6;15;0;5b5badc1ed261d61ede3e625;35ab8e05-d661-4c3f-9e16-18e7278e597c;blue;1;reacton;4;3.0;1532735337536.0;1532735363365.0;280.0;0
5b5bafbfed261d61ede3e708;6;0;5b5badc1ed261d61ede3e625;35ab8e05-d661-4c3f-9e16-18e7278e597c;blue;1;focus;3;3.0;1532735402718.0;1532735421422.0;354.0;0
5b5bafeeed261d61ede3e71a;6;0;5b5badc1ed261d61ede3e625;35ab8e05-d661-4c3f-9e16-18e7278e597c;blue;1;focus;2;3.0;1532735449803.0;1532735468727.0;355.0;0
5b5bb057ed261d61ede3e74d;18;0;5b5badc1ed261d61ede3e625;35ab8e05-d661-4c3f-9e16-18e7278e597c;blue;1;memoria;3;3.0;1532735527842.0;1532735573460.0;468.0;0
5b5bb3c2ed261d61ede3e798;13;0;5b5bb361ed261d61ede3e779;3a08dc53-7e84-4b5e-a22e-ce225aaf3331;blue;1;mathisis;1;3.0;1532736408103.0;1532736447344.0;372.0;0
5b5bb419ed261d61ede3e7b8;12;1;5b5bb361ed261d61ede3e779;3a08dc53-7e84-4b5e-a22e-ce225aaf3331;blue;1;mathisis;3;2.5;1532736500086.0;1532736535059.0;125.0;0
5b5bb46aed261d61ede3e7d8;13;0;5b5bb361ed261d61ede3e779;3a08dc53-7e84-4b5e-a22e-ce225aaf3331;blue;1;mathisis;4;3.0;1532736588478.0;1532736616062.0;321.0;0
5b5bb4d1ed261d61ede3e806;15;0;5b5bb361ed261d61ede3e779;3a08dc53-7e84-4b5e-a22e-ce225aaf3331;blue;1;reacton;2;3.0;1532736680561.0;1532736717718.0;280.0;0
5b5bb528ed261d61ede3e831;15;0;5b5bb361ed261d61ede3e779;3a08dc53-7e84-4b5e-a22e-ce225aaf3331;blue;1;reacton;4;3.0;1532736773799.0;1532736806276.0;280.0;0
5b5bb57ced261d61ede3e846;6;0;5b5bb361ed261d61ede3e779;3a08dc53-7e84-4b5e-a22e-ce225aaf3331;blue;1;focus;2;3.0;1532736865877.0;1532736890070.0;351.0;0
5b5bb5c3ed261d61ede3e85d;6;0;5b5bb361ed261d61ede3e779;3a08dc53-7e84-4b5e-a22e-ce225aaf3331;blue;1;focus;4;3.0;1532736943491.0;1532736961326.0;353.0;0
5b5bb694ed261d61ede3e8a2;24;0;5b5bb361ed261d61ede3e779;3a08dc53-7e84-4b5e-a22e-ce225aaf3331;blue;1;memoria;2;3.0;1532737122960.0;1532737171972.0;462.0;0
5b5bb700ed261d61ede3e8d4;24;0;5b5bb361ed261d61ede3e779;3a08dc53-7e84-4b5e-a22e-ce225aaf3331;blue;1;memoria;4;3.0;1532737232682.0;1532737280185.0;465.0;0
5b5c1dceed261d61ede3eaad;13;0;5b5b75c8ed261d61ede3dba9;ac56d084-c553-499f-99cb-3202440fb7f6;blue;1;mathisis;2;3.0;1532763557389.0;1532763587887.0;318.0;0
5b5c1e4fed261d61ede3eae9;24;0;5b5b75c8ed261d61ede3dba9;ac56d084-c553-499f-99cb-3202440fb7f6;blue;2;memoria;2;3.0;1532763667936.0;1532763726253.0;455.0;0
5b5c1ed8ed261d61ede3eb35;24;0;5b5b75c8ed261d61ede3dba9;ac56d084-c553-499f-99cb-3202440fb7f6;blue;2;memoria;4;3.0;1532763810395.0;1532763862851.0;457.0;0
5b5c4f41ed261d61ede3f473;13;0;5b5c4e2eed261d61ede3f363;62a7e30c-6dfc-49ad-ad66-b99a1d7cd413;blue;1;mathisis;4;3.0;1532776226867.0;1532776256547.0;313.0;0
5b5c4f7ced261d61ede3f49f;18;0;5b5c4e2eed261d61ede3f363;62a7e30c-6dfc-49ad-ad66-b99a1d7cd413;blue;1;memoria;1;3.0;1532776262868.0;1532776315282.0;458.0;0
5b5c5021ed261d61ede3f52d;24;0;5b5c4e2eed261d61ede3f363;62a7e30c-6dfc-49ad-ad66-b99a1d7cd413;blue;1;memoria;4;3.0;1532776431614.0;1532776480027.0;462.0;0
5b5c5049ed261d61ede3f54b;6;0;5b5c4e2eed261d61ede3f363;62a7e30c-6dfc-49ad-ad66-b99a1d7cd413;blue;1;focus;1;3.0;1532776490615.0;1532776520232.0;351.0;0
5b5c508eed261d61ede3f565;6;0;5b5c4e2eed261d61ede3f363;62a7e30c-6dfc-49ad-ad66-b99a1d7cd413;blue;1;focus;2;3.0;1532776566299.0;1532776589613.0;353.0;0
5b5c50c4ed261d61ede3f577;6;0;5b5c4e2eed261d61ede3f363;62a7e30c-6dfc-49ad-ad66-b99a1d7cd413;blue;1;focus;4;3.0;1532776624311.0;1532776643463.0;350.0;0
5b5c5108ed261d61ede3f5b6;14;1;5b5c4e2eed261d61ede3f363;62a7e30c-6dfc-49ad-ad66-b99a1d7cd413;blue;1;reacton;2;2.5;1532776681933.0;1532776711215.0;125.0;0
5b5c514aed261d61ede3f5de;15;0;5b5c4e2eed261d61ede3f363;62a7e30c-6dfc-49ad-ad66-b99a1d7cd413;blue;1;reacton;3;3.0;1532776753478.0;1532776777273.0;280.0;0
5b5c516ded261d61ede3f5f4;15;0;5b5c4e2eed261d61ede3f363;62a7e30c-6dfc-49ad-ad66-b99a1d7cd413;blue;1;reacton;4;3.0;1532776784994.0;1532776812445.0;280.0;0
5b5c51d1ed261d61ede3f639;30;0;5b5c4e2eed261d61ede3f363;62a7e30c-6dfc-49ad-ad66-b99a1d7cd413;blue;2;memoria;1;3.0;1532776861152.0;1532776912580.0;458.0;0
5b5c5207ed261d61ede3f658;24;0;5b5c4e2eed261d61ede3f363;62a7e30c-6dfc-49ad-ad66-b99a1d7cd413;blue;2;memoria;2;3.0;1532776918851.0;1532776966313.0;466.0;0
5b5c5240ed261d61ede3f680;36;0;5b5c4e2eed261d61ede3f363;62a7e30c-6dfc-49ad-ad66-b99a1d7cd413;blue;2;memoria;3;3.0;1532776972882.0;1532777023529.0;460.0;0
5b5c5298ed261d61ede3f6a2;24;0;5b5c4e2eed261d61ede3f363;62a7e30c-6dfc-49ad-ad66-b99a1d7cd413;blue;2;memoria;4;3.0;1532777062348.0;1532777110843.0;462.0;0
5b5c52ceed261d61ede3f6c4;8;0;5b5c4e2eed261d61ede3f363;62a7e30c-6dfc-49ad-ad66-b99a1d7cd413;blue;2;focus;1;3.0;1532777140839.0;1532777164947.0;353.0;0
5b5c664aed261d61ede3fc2e;13;0;5b5b45eaed261d61ede3d7fe;ca392682-f028-436d-8f6e-495606d9ce49;blue;1;mathisis;2;3.0;1532782131378.0;1532782153885.0;323.0;0
5b5c668ded261d61ede3fc4f;13;0;5b5b45eaed261d61ede3d7fe;ca392682-f028-436d-8f6e-495606d9ce49;blue;1;mathisis;3;3.0;1532782192942.0;1532782220977.0;377.0;0
5b5c66e7ed261d61ede3fc7f;24;0;5b5b45eaed261d61ede3d7fe;ca392682-f028-436d-8f6e-495606d9ce49;blue;1;memoria;2;3.0;1532782261855.0;1532782310305.0;463.0;0
5b5c674bed261d61ede3fcf3;24;0;5b5b45eaed261d61ede3d7fe;ca392682-f028-436d-8f6e-495606d9ce49;blue;1;memoria;4;3.0;1532782364980.0;1532782410421.0;464.0;0
5b5c6edded261d61ede3fdd4;13;0;5b5c41bfed261d61ede3f025;9c1bb724-d537-469c-b589-f69ad5ac3603;blue;1;mathisis;2;3.0;1532784320660.0;1532784347938.0;326.0;0
5b5c6f2aed261d61ede3fdf9;12;1;5b5c41bfed261d61ede3f025;9c1bb724-d537-469c-b589-f69ad5ac3603;blue;1;mathisis;4;2.5;1532784393136.0;1532784425131.0;125.0;0
5b5c6fb6ed261d61ede3fe33;24;0;5b5c41bfed261d61ede3f025;9c1bb724-d537-469c-b589-f69ad5ac3603;blue;1;memoria;2;3.0;1532784510961.0;1532784564669.0;460.0;0
5b5c6ffaed261d61ede3fe55;18;0;5b5c41bfed261d61ede3f025;9c1bb724-d537-469c-b589-f69ad5ac3603;blue;1;memoria;3;3.0;1532784572418.0;1532784632811.0;447.0;0
5b5c9374ed261d61ede406a5;13;0;5b5b75c8ed261d61ede3dba9;ac56d084-c553-499f-99cb-3202440fb7f6;blue;1;mathisis;3;3.0;1532793685198.0;1532793711374.0;387.0;0
5b5c93d3ed261d61ede406d5;15;0;5b5b75c8ed261d61ede3dba9;ac56d084-c553-499f-99cb-3202440fb7f6;blue;1;reacton;3;3.0;1532793779353.0;1532793808514.0;280.0;0
5b5c941ded261d61ede406f6;6;0;5b5b75c8ed261d61ede3dba9;ac56d084-c553-499f-99cb-3202440fb7f6;blue;1;focus;3;3.0;1532793863344.0;1532793882619.0;353.0;0
5b5c9454ed261d61ede4070a;6;0;5b5b75c8ed261d61ede3dba9;ac56d084-c553-499f-99cb-3202440fb7f6;blue;1;focus;4;3.0;1532793923124.0;1532793938825.0;355.0;0
5b5c94abed261d61ede4072b;8;0;5b5b75c8ed261d61ede3dba9;ac56d084-c553-499f-99cb-3202440fb7f6;blue;2;focus;1;3.0;1532793997331.0;1532794024162.0;349.0;0
5b5c9500ed261d61ede40745;8;0;5b5b75c8ed261d61ede3dba9;ac56d084-c553-499f-99cb-3202440fb7f6;blue;2;focus;2;3.0;1532794085326.0;1532794109988.0;348.0;0
5b5cad7eed261d61ede40db1;7;8;5b5b249a0db46c4e3552cfec;d2a1e608-14b5-4394-b0e0-ffef124b0190;yellowGreen;1;reacton;1;3.0;1532800349096.0;1532800381770.0;280.0;0
